id;fecha;tipo;accion;que;plataforma_pago;cantidad;detalle1;detalle2;created_at;updated_at
997;2022-08-24T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
998;2022-08-24T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
999;2022-08-24T00:00:00-02:00;Tools;Gasto;Carnet Moto;Cdc;100;Matrícula;Autoescuela Vivero;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1000;2022-08-24T00:00:00-02:00;QFI;Gasto;Bar;Cdc;13.8;Cervezas con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1001;2022-08-25T00:00:00-02:00;Tools;Gasto;Cosas del piso;LaCaixa;14.5;Internet piso;Movistar;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1002;2022-08-25T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1003;2022-08-26T00:00:00-02:00;QFI;Gasto;Fiesta;LaCaixa;10;Fiesta Trío;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1004;2022-08-26T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1005;2022-08-26T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1006;2022-08-27T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;27.05;Enchufes e interruptores;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1007;2022-08-27T00:00:00-02:00;QFI;Gasto;Supermercado;Cdc;19.21;Alcohol fiesta trío;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1008;2022-08-28T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;10;Desayuno Jordi post fiesta;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1009;2022-08-28T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;20;Raymundo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1010;2022-08-29T00:00:00-02:00;Café;Gasto;Bar;Cdc;2;MDQ;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1011;2022-08-29T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cdc;12.99;Enchufe wifi;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1012;2022-08-30T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cash;40;Limpieza bisemanal;Vicky;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1013;2022-08-30T00:00:00-02:00;QFI;Gasto;Bar;Cdc;4.2;Cervezas con María Recari;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1014;2022-08-30T00:00:00-02:00;Otros Gastos;Gasto;Regalos;Cdc;7.49;4/4 Alexa regalo Mamá;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1015;2022-08-30T00:00:00-02:00;Comida;Gasto;Bar;Cdc;4.25;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1016;2022-08-30T00:00:00-02:00;Piso JB38;Inversión;Reforma;Cdc;9;Lámpara salón;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1017;2022-08-30T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cash;40;Limpieza bisemanal;Vicky;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1018;2022-08-31T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;6.25;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1019;2022-08-31T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1020;2022-09-01T00:00:00-02:00;Empleo;Ingreso;EFIWATT;LaCaixa;1578.91;44803;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1021;2022-09-01T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;LaCaixa;40;Cuota TV 5;200;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1022;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Hipoteca;LaCaixa;501.53;9;-4611.61;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1023;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Seguro Vida;LaCaixa;18.35;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1024;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Seguro hogar;LaCaixa;29.47;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1025;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Alarma;LaCaixa;52.03;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1026;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;CCPP;LaCaixa;75;Cuota Septiembre;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1027;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;50;Carrefour;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1028;2022-09-01T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;64.08;Ikea;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1029;2022-09-01T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1030;2022-09-01T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1031;2022-09-02T00:00:00-02:00;Viajes/ Transporte;Gasto;Gasolina;LaCaixa;15;350;km;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1032;2022-09-02T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;20;Cena con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1033;2022-09-03T00:00:00-02:00;QFI;Gasto;Bar;LaCaixa;6;Futbol;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1034;2022-09-03T00:00:00-02:00;QFI;Gasto;Supermercado;Cdc;9.98;Futbol;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1035;2022-09-03T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;23.89;Kebab;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1036;2022-09-04T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1037;2022-09-05T00:00:00-02:00;Piso JB38;Ingreso;Alquiler;Cash;400;Septiembre Rocío;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1038;2022-09-05T00:00:00-02:00;Piso JB38;Ingreso;Fianza;Cash;200;Fianza Rocío 200/400;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1039;2022-09-05T00:00:00-02:00;Comida;Gasto;Bar;LaCaixa;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1040;2022-09-05T00:00:00-02:00;QFI;Gasto;Bar;LaCaixa;5;Cervezas con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1041;2022-09-06T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;2.19;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1042;2022-09-06T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1043;2022-09-07T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;LaCaixa;45.28;Factura luz Iberdrola (kWh);178.16;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1044;2022-09-07T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1045;2022-09-09T00:00:00-02:00;QFI;Gasto;Fiesta;LaCaixa;20;BCM Juan Magan;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1046;2022-09-09T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cdc;15;2/4 Alexa Echo Show;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1047;2022-09-10T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;27.6;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1048;2022-09-10T00:00:00-02:00;QFI;Gasto;Bar;Cdc;27.6;Billar y cervezas con Ama;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1049;2022-09-12T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1050;2022-09-12T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1051;2022-09-13T00:00:00-02:00;QFI;Gasto;Taxi;LaCaixa;50.53;Timado por subnormal (rbf taxi) RECUPERADO;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1052;2022-09-13T00:00:00-02:00;Café;Gasto;Bar;Cdc;1.5;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1053;2022-09-13T00:00:00-02:00;Comida;Gasto;Bar;Cdc;4.8;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1054;2022-09-14T00:00:00-02:00;Piso JB38;Ingreso;Alquiler;LaCaixa;200;Septiembre José;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1055;2022-09-14T00:00:00-02:00;Café;Gasto;Bar;Cdc;0.6;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1056;2022-09-14T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1057;2022-09-14T00:00:00-02:00;QFI;Gasto;Fiesta;Cdc;220;RBF Bcn;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1058;2022-09-15T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cash;50;Limpieza bisemanal;Vicky;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1059;2022-09-15T00:00:00-02:00;QFI;Gasto;Bar;LaCaixa;3.2;Cena balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1060;2022-09-15T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1061;2022-09-16T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1062;2022-09-17T00:00:00-02:00;QFI;Gasto;Bar;Cash;10;Cervezas con Rocío;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1063;2022-09-17T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;31.3;Raymundo;Invitar a Rocío;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1064;2022-09-18T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.99;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1065;2022-09-19T00:00:00-02:00;Formación;Gasto;Libro;Cdc;7.47;5 Dysfunctions of a team;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1066;2022-09-19T00:00:00-02:00;Piso JB38;Inversión;Reforma;Cdc;48.99;Amazon;Store;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1067;2022-09-19T00:00:00-02:00;Hobby;Gasto;Balonmano;Cdc;56.48;Amazon;Pelota+powerball;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1068;2022-09-19T00:00:00-02:00;Comida;Gasto;Bar;Cdc;3.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1069;2022-09-20T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1070;2022-09-20T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1071;2022-09-21T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1072;2022-09-21T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;23.36;;Mercadona;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1073;2022-09-21T00:00:00-02:00;Viajes/ Transporte;Gasto;Vuelo BCN;Cdc;27.85;Barça-bayern;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1074;2022-09-21T00:00:00-02:00;Tools;Gasto;Hosting;LaCaixa;4.24;marctonimas.com;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1075;2022-09-22T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;1.31;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1076;2022-09-22T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1077;2022-09-22T00:00:00-02:00;QFI;Gasto;Bar;LaCaixa;3.2;Cena balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1078;2022-09-23T00:00:00-02:00;QFI;Gasto;Bar;Cdc;12.1;Billar y cervezas con Pere;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1079;2022-09-24T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;6.21;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1080;2022-09-24T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1081;2022-09-25T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;15.34;Raymundo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1082;2022-09-25T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;8.03;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1083;2022-09-26T00:00:00-02:00;Tools;Gasto;Cosas del piso;LaCaixa;14.5;Internet piso;Movistar;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1084;2022-09-26T00:00:00-02:00;Piso JB38;Ingreso;Alquiler;LaCaixa;70;Setiembre Mario;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1085;2022-09-27T00:00:00-02:00;Comida;Gasto;Bar;Cdc;4.8;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1086;2022-09-28T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1087;2022-09-29T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1088;2022-09-29T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cash;50;Limpieza bisemanal;Vicky;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1089;2022-09-30T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;4.16;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1090;2022-09-30T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.95;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1091;2022-09-30T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;39.5;Cena con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1092;2022-09-30T00:00:00-02:00;Cripto D;Inversión;Cdc;Cdc;0;Cuadrar tablas;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1093;2022-10-01T00:00:00-02:00;Piso JB38;Ingreso;Fianza;LaCaixa;400;Fianza Mario;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1094;2022-10-01T00:00:00-02:00;Empleo;Ingreso;EFIWATT;LaCaixa;1578.91;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1095;2022-10-01T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;LaCaixa;40;Cuota TV 6;240;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1096;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Hipoteca;LaCaixa;501.53;10;-5113.14;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1097;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Seguro Vida;LaCaixa;18.35;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1098;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Seguro hogar;LaCaixa;29.47;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1099;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Alarma;LaCaixa;52.03;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1100;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;CCPP;LaCaixa;75;Cuota Octubre;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1101;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;50;Carrefour;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1102;2022-10-01T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;64.08;Ikea;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1103;2022-10-01T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;10;Cena Mar y Tudu;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1104;2022-10-01T00:00:00-02:00;Tools;Gasto;Móvil;Cash;140;Cambio Móvil POCO F3 Tudu;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1105;2022-10-02T00:00:00-02:00;Comida;Gasto;Restaurante;Cash;10.48;Bip Bip;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1106;2022-10-02T00:00:00-02:00;Viajes/ Transporte;Gasto;Gasolina;Cdc;15;392;km;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1107;2022-10-03T00:00:00-02:00;QFI;Gasto;Bar;Cdc;3.96;Cervezas con Pere;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1108;2022-10-04T00:00:00-02:00;Café;Gasto;Bar;Cash;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1109;2022-10-05T00:00:00-02:00;Café;Gasto;Bar;Cash;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1110;2022-10-05T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;LaCaixa;48.98;Factura luz Iberdrola (kWh);209.56;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1111;2022-10-05T00:00:00-02:00;Piso JB38;Inversión;Reforma;LaCaixa;34.63;Colchón Cuota 1/12;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1112;2022-10-05T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1113;2022-10-05T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;28.3;Cena con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1114;2022-10-06T00:00:00-02:00;Comida;Gasto;Bar;LaCaixa;12;Cena balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1115;2022-10-06T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;3.19;Eroski;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1116;2022-10-07T00:00:00-02:00;Comida;Gasto;Bar;LaCaixa;9.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1117;2022-10-07T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;20.2;Cena con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1118;2022-10-07T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1119;2022-10-08T00:00:00-02:00;Café;Gasto;Bar;Cdc;3.8;;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1120;2022-10-08T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;29.26;;Mercadona;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1121;2022-10-08T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1122;2022-10-09T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cdc;15;3/4 Alexa Echo Show;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1123;2022-10-10T00:00:00-02:00;Piso JB38;Ingreso;Alquiler;LaCaixa;400;Mario Octubre;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1124;2022-10-10T00:00:00-02:00;Piso JB38;Ingreso;Fianza;LaCaixa;200;Fianza rocío 400/400;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1125;2022-10-10T00:00:00-02:00;Piso JB38;Ingreso;Alquiler;LaCaixa;400;Rocío Octubre;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1126;2022-10-10T00:00:00-02:00;Café;Gasto;Bar;Cdc;1.5;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1127;2022-10-12T00:00:00-02:00;Otros Gastos;Gasto;Regalos;Cdc;17.99;Alexa Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1128;2022-10-13T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1129;2022-10-13T00:00:00-02:00;Tools;Gasto;Suscripcion;Cdc;99.99;Sorare data anual;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1130;2022-10-13T00:00:00-02:00;Comida;Gasto;Bar;Cdc;9.5;Cena balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1131;2022-10-13T00:00:00-02:00;QFI;Gasto;Bar;LaCaixa;5.4;Cervezas Balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1132;2022-10-14T00:00:00-02:00;Café;Gasto;Bar;Cdc;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1133;2022-10-14T00:00:00-02:00;QFI;Gasto;Bar;Cdc;4.4;Cervezas con Yolanda;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1134;2022-10-15T00:00:00-02:00;Piso JB38;Inversión;Impuestos;LaCaixa;241.66;IBI 2022;Gobierno;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1135;2022-10-16T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;6;Chinos;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1136;2022-10-16T00:00:00-02:00;Comida;Gasto;Restaurante;LaCaixa;15;Popeye;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1137;2022-10-18T00:00:00-02:00;Comida;Gasto;Bar;Cdc;5.75;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1138;2022-10-18T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;4.14;Chinos;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1139;2022-10-19T00:00:00-02:00;Café;Gasto;Bar;Cash;1.5;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1140;2022-10-19T00:00:00-02:00;Comida;Gasto;Bar;Cdc;6.5;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1141;2022-10-19T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.49;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1142;2022-10-20T00:00:00-02:00;Café;Gasto;Bar;Cash;3;Café trabajo;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1143;2022-10-20T00:00:00-02:00;Otros Gastos;Gasto;Cosas del piso;Cash;20;Limpieza bisemanal;Vicky;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1144;2022-10-20T00:00:00-02:00;Comida;Gasto;Bar;Cash;8.01;Cena balonmano;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1145;2022-10-20T00:00:00-02:00;Tools;Gasto;Hosting;LaCaixa;4.24;marctonimas.com;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1146;2022-10-21T00:00:00-02:00;Tools;Gasto;Dominio;LaCaixa;11.95;marctonimas.com;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1147;2022-10-21T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;11.7;Comida con Yolanda;Pita Club;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1148;2022-10-21T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;3.04;;Mercadona;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1149;2022-10-23T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;17;Cumple Yolanda;Don Caracol;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1150;2022-10-23T00:00:00-02:00;Comida;Gasto;Restaurante;Cdc;10.99;;KFC;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1151;2022-10-25T00:00:00-02:00;Comida;Gasto;Bar;Cdc;12.1;Comida dia laborable;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1152;2022-10-25T00:00:00-02:00;Comida;Gasto;Supermercado;Cdc;4.95;Chinos;;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1153;2022-10-25T00:00:00-02:00;Tools;Gasto;Cosas del piso;LaCaixa;15.28;Internet piso;Movistar;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
1154;2022-10-26T00:00:00-02:00;Café;Gasto;Starbucks;Cdc;2.9;;Tim Hortons;2025-04-04T00:00:00-02:00;2025-04-04T00:00:00-02:00
